gene33	gene18	gene23	gene8	gene13	gene24	gene6	gene19	gene99	gene41	gene31	gene0	gene44	gene66	gene30	gene73	gene93	gene25	gene78	gene45	gene70	gene61	gene62	gene36	gene40	gene69	gene81	gene39	gene50	gene90	gene60	gene72	gene59	gene56	gene58	gene7	gene38	gene97	gene1	gene64	gene16	gene89	gene20	gene53	gene27	gene4	gene84	gene83	gene80	gene42	gene21	gene57	gene98	gene46	gene49	gene63	gene2	gene71	gene14	gene74	gene52	gene86	gene95	gene15	gene34	gene5	gene92	gene94	gene11	gene77	gene28	gene75	gene82	gene35	gene96	gene22	gene67	gene26	gene12	gene65	gene76	gene54	gene87	gene32	gene9	gene79	gene85	gene91	gene51	gene37	gene17	gene43	gene68	gene29	gene3	gene47	gene10	gene48	gene88	gene55
54344	61621	45982	45803	51880	50428	55760	56468	48119	30456	50389	70757	63941	50965	69980	52242	47372	61594	32034	35805	47077	48561	60994	55707	42487	21496	49528	46629	41023	42620	36765	60602	54091	50918	50821	36159	46025	52690	51572	34371	42886	38398	57061	44062	67011	64407	52788	48658	56543	62104	45701	46062	45745	45115	58930	56787	36503	45059	59789	50594	60406	57221	55696	44843	39781	43751	48621	53501	29787	53699	41650	49242	46643	53710	51152	43158	30047	47377	58486	40178	50529	51545	56532	44481	57341	49999	68517	57142	58864	48200	61141	36631	44569	39614	44828	34078	49505	47169	47996	53673
61869	62991	47223	49303	46521	49151	53949	51119	50928	33377	57997	74111	53877	35009	73862	43552	56292	63626	39771	40343	45043	51011	49336	48104	36403	21419	49672	47450	34713	30726	49355	60671	54822	54396	30632	47808	40110	63606	48179	34764	29150	50759	57965	46021	74131	64182	58090	50199	62319	57904	42138	40341	41701	33896	58657	52912	41147	40326	50076	61858	64109	57816	57947	43302	50598	29388	55758	46703	34309	53988	39094	53622	45309	53337	41693	47893	28482	47823	62298	34583	57761	61962	46962	45525	65098	57738	72920	52556	59333	56693	66846	44713	55979	31212	41031	30723	47815	46409	56406	45213
59424	61926	45615	40617	50340	48991	50467	50079	49804	33462	55820	73592	52658	35537	72705	46341	58900	63257	41118	36085	46894	53441	51913	44499	39208	20820	44059	47827	35952	31793	50034	57853	47013	54045	32476	48597	38431	64456	53236	36626	29741	52253	52693	51540	70001	65434	54963	51757	59107	62466	41399	47418	43317	36169	52604	54355	47244	41433	51324	61113	64253	52385	60717	46360	47390	31403	56834	42893	35015	52416	39012	55325	47074	58538	39624	46647	31699	49832	60681	36841	59573	64464	44333	43320	62406	61446	69967	50451	65156	59396	66836	43858	51865	29063	39970	32329	52098	44467	56623	41046
51609	50388	34094	39259	46782	46461	61460	59364	37681	17209	51262	64066	64220	47032	66031	51990	39202	55808	38943	35082	40268	49945	70041	47701	49626	30547	40358	30519	44351	45818	34525	43755	46474	46996	40149	36182	52720	48812	48331	30744	46712	31901	61704	57742	56325	62143	50740	57494	54059	55551	53925	55077	27539	47241	55413	61190	45295	45399	57162	30789	48663	52860	54711	56856	27048	39756	39817	56411	42921	55825	45606	40527	50839	45660	51886	44518	30877	48155	65086	52772	55049	37445	56841	40751	49204	53575	66700	64009	61318	43426	57720	34494	40588	35020	32487	31830	48175	52389	53858	59271
60364	51780	44390	46018	60830	43196	56755	38665	45536	17126	50432	69519	63010	47976	67772	46964	41256	55529	38864	46358	43586	48282	69535	58131	36387	24111	56192	40776	34198	40602	19911	60716	48677	46255	47968	31878	44828	47644	43162	41034	52798	40904	57349	46902	69023	46853	46567	49840	65465	62788	52184	43478	28730	43556	58374	52085	42020	47475	62426	48025	52626	56846	62570	57871	32776	47229	45291	57882	20312	61571	46829	34965	40565	43894	62554	42023	28050	29503	73907	41677	44552	48926	49459	44129	51677	54496	62394	61134	67111	39187	63479	20714	38042	44102	45842	23359	59206	43271	58025	52009
54279	65171	47794	42583	53834	51537	50796	50044	53512	37865	52542	73876	58938	46280	72151	50313	57031	63520	34907	31915	51772	49295	55129	52080	37918	19082	49164	53756	37961	38321	41024	63747	47627	53981	47082	42722	37646	57492	57551	35035	36355	47859	49007	43390	70449	64463	53862	44228	59477	69775	40142	44010	52330	38160	51995	56150	40219	44305	56233	61670	65009	52857	57876	43976	45860	40544	55592	45225	26294	51804	35371	53929	47499	61350	44820	42849	32375	48457	54569	35607	51406	61036	47582	42006	62564	54882	68138	48755	63487	55461	65996	36835	46676	37319	46992	34811	54139	39898	50923	44965
48870	79539	60378	41302	53226	65197	46233	57304	65887	62807	45955	79732	56615	51877	81082	66263	69215	64735	24609	24859	53183	37128	34548	46171	37516	13030	44280	65026	36071	34701	65829	83072	56226	59458	54684	49660	42741	59334	62401	38723	24203	54081	42647	37922	73307	82284	51879	29959	48023	68717	25793	39557	76963	37848	48586	59692	28517	50625	53158	76550	83210	58504	56793	19410	55265	37786	52938	31737	32304	31925	18132	65174	47065	76705	33641	30817	35539	61429	42297	37224	53481	75758	50199	38514	71445	46587	84676	40124	57310	67963	71319	48276	55086	38893	59397	44771	53373	34547	39751	33790
62698	57719	51463	42352	68035	46099	50100	28337	56151	27588	45532	78036	54756	45900	73882	54724	48047	48946	38330	45594	43136	41730	59525	54644	30931	23853	52489	45924	27327	36852	29795	73706	46861	47539	48115	34975	46688	47861	40583	47617	50402	53264	50298	48733	72372	47208	37737	39769	60092	62582	42392	41831	37237	39448	49596	52148	40504	51841	61190	55798	59921	58315	71093	49336	34916	49762	43951	48235	20432	54265	34971	30321	36161	48604	61812	29504	31891	25835	77605	45261	44358	60464	44554	38082	55526	52247	70109	57384	71909	44993	71338	16417	36814	46573	56145	24228	70486	33865	55228	40036
28312	50423	31681	22236	54503	57820	62524	70002	32931	28995	38247	54657	80793	71285	60740	65092	40775	61870	30875	19606	54171	48898	78468	47605	64022	25357	32665	36727	56474	64612	31116	39200	37781	50973	64728	33921	44911	46951	67892	28703	58386	18427	51257	57157	42066	73633	50933	55150	46538	78399	55976	64881	45615	60733	47034	73221	48693	54263	63799	29848	54777	44966	46543	60443	16119	50259	40055	53976	33583	49178	45107	50862	61669	66777	43061	43969	33374	59225	41234	58859	48242	33943	58261	37572	40474	50645	55825	56184	66579	45534	51214	33604	33602	34893	34923	42109	45209	50160	49093	61021
53219	56141	50550	42626	62125	50736	58394	44452	50515	28852	38260	71257	56180	49320	74542	62498	40680	49350	36085	48849	36023	37909	53341	50069	44388	27647	42363	34913	30982	43885	46610	70560	60157	49128	44903	38260	60347	46008	28778	49768	50407	44178	59971	52916	64591	62212	35015	44360	51482	46996	43563	42435	36916	48559	57208	56584	39026	59214	57091	45848	65286	65948	63178	40356	25999	46280	34610	51112	35390	46295	35180	34313	33843	49425	58014	24304	30092	36862	76873	54888	47779	53577	54174	37416	49079	47788	79087	64979	67415	40456	67270	31358	48820	43514	53691	25251	57919	48043	53062	43111
49235	59119	38061	43800	43126	51515	58941	61926	42469	31717	57501	65333	66590	46353	66981	42587	52723	69318	37906	29972	53344	55514	61874	50419	45434	21817	47978	46805	46035	43263	38898	46179	47931	55555	39724	44811	33148	62271	61602	24836	36492	37060	56637	45250	64680	67333	65519	54848	63150	71205	49520	46522	43802	39336	56908	60362	44452	39286	52915	53102	58508	50679	48198	53767	44059	32645	57792	51785	30721	58219	44640	58636	56286	58643	37721	56780	28124	55213	47574	36009	54747	49411	49511	45868	60027	57588	61303	50593	58556	54476	59117	44062	50881	29254	33372	35946	40238	48983	56180	56386
51359	72531	55265	58979	40857	66731	64892	66716	56867	54060	50738	74506	67528	52763	80817	58031	55476	65418	27823	39082	47457	36224	38223	51251	41993	21426	52252	51094	39686	40722	64915	73495	75629	61654	41819	49635	48024	62846	47746	30520	31590	41725	66413	35978	74837	80379	64527	39591	56238	56946	40188	30199	58183	38340	66222	63902	23222	48798	49179	64882	76737	72895	47899	26887	53509	28476	47425	48877	37809	43134	29765	56741	50356	59495	35064	42928	23953	57355	49445	43304	53788	58809	58530	45927	70538	40898	87166	53300	45296	59533	67247	52796	66879	35881	50675	39875	35469	49613	48564	53698
33425	46353	34940	38523	53080	58074	73858	69743	30847	20557	39735	52063	90784	77902	61664	64374	28711	60251	27678	33629	47636	41271	83197	57422	60572	27567	47785	30798	54459	65656	18598	46294	53516	47912	69406	26110	54647	38021	55946	30078	67507	8815	64688	48842	47947	65789	53414	54089	54769	69861	65165	53526	33575	63721	62530	71069	36710	57731	67893	25091	50585	57930	43225	61111	14285	51918	29842	67684	29340	53449	50880	40687	57020	52299	56805	45235	26159	48961	51761	60702	40724	23191	66904	43516	39485	42860	60634	66372	57650	32942	49883	27086	35932	45325	38532	35921	40504	55606	51483	73406
53918	67772	45589	29061	55942	45558	43071	56526	56467	34864	43343	80475	37102	34841	76030	64630	53768	51226	38295	27887	38316	50789	47909	40969	49606	29039	21020	40819	36316	39852	67088	61412	44708	50146	37894	45269	61894	52029	41393	44525	32093	56683	47438	64968	59669	78824	30889	48228	36297	44046	28370	61234	54366	45088	42243	57362	49369	50469	53370	42396	67105	50972	67910	31303	31293	46981	45802	37114	56359	40789	26099	49363	38165	61701	48875	19897	44693	59218	68945	52014	64275	62665	55423	30088	54977	55652	82827	59612	73077	54853	68653	47167	45861	34613	47354	36715	64069	47391	40427	33935
18498	45580	20320	13796	47144	58310	66536	84936	22016	23828	43290	44754	88740	74260	54604	62740	41558	70610	33598	8324	59308	57524	89836	42848	75008	26198	26826	33384	68006	70664	27368	20156	27198	51736	65164	36642	40378	48386	83882	19830	56582	7848	49560	63188	32132	81130	60096	65608	47900	87768	63592	76168	43640	65162	45176	79274	58384	51572	63590	21274	48974	34212	37646	71734	11794	46480	43474	55448	39964	51122	51728	62852	73774	73872	35636	56088	35818	74016	28812	59836	53234	24298	59338	38638	36808	58662	47502	53840	67888	47526	44368	41188	32586	28450	20944	47536	37184	56220	52396	68696
45210	71519	56484	12794	77948	58257	32155	28002	69583	60465	25773	87112	39361	48427	79718	76801	66879	41801	34067	22501	51881	36892	37946	36757	39766	21324	20170	56850	27363	43147	67809	80576	32112	55632	51646	47470	42195	57404	51125	52787	42057	70351	27129	61184	59641	69900	21207	26263	31629	71631	17855	55949	72479	39964	19322	63192	48783	59893	54790	64702	80140	48054	78773	30242	31503	54238	47888	19561	29892	31661	9990	39032	39269	79099	37683	6199	44431	42101	58329	56974	51195	82670	35217	20390	55703	49379	76202	41456	84832	66831	78133	24910	34674	35541	66913	39101	81947	20215	41553	13026
47600	88900	66400	82000	22800	86000	74300	85900	63700	81800	65000	72500	87000	62400	86800	50500	73100	90300	16600	34900	63000	31200	21900	57600	34700	7000	76800	75100	45800	34500	73600	86200	96400	75600	47500	61400	29000	77800	70400	15500	12100	36400	71000	6200	92300	95500	99900	30400	73300	75400	39500	6300	82500	28100	83600	66700	2400	41900	43100	99400	94000	82700	27100	12300	87000	9100	63000	48400	25100	38800	26400	87500	64100	74400	13400	66600	13400	75100	17200	21000	51700	68500	59600	60400	94300	35900	93000	35800	21400	75800	67500	73500	91000	34100	53100	51000	9600	49400	49200	62900
97500	53400	38700	43200	68800	19000	36400	5800	52800	1100	84300	90200	35300	2900	69600	7400	69700	66400	72000	50300	56600	88100	79300	56600	14800	22600	65000	57200	24000	13700	9400	46400	15400	50300	10100	49300	8400	80900	59200	41900	34100	84500	44800	61700	92700	21700	59800	70200	95400	84900	51500	54200	14300	15600	45800	36300	80500	21500	58000	77000	44100	34600	89900	92100	61200	36100	91500	49200	8700	96300	62100	43900	43600	44000	59700	71100	36000	16300	94900	12300	64300	81200	16900	51400	70300	97500	42400	50100	96600	61400	79800	16800	35800	26500	32000	12600	85000	31500	85900	34600
54023	58164	42485	48627	47954	51800	60482	54442	44428	30183	58526	66533	69438	48064	68646	41779	52508	69286	38264	37165	53071	52858	63113	54164	40203	20085	56944	48850	42095	40434	32048	53770	50990	55004	42521	43194	32561	60977	59310	29303	39800	38785	58000	41647	70492	60634	65752	52554	69755	73387	52105	41133	40221	38638	60794	57730	42028	41468	55558	59179	59359	54670	51154	55836	46255	33744	57011	54281	23095	60339	46422	55065	53303	55912	43241	57354	25805	47100	53462	34112	50835	52232	47728	48642	61346	57945	61907	51317	59505	52257	61867	37984	50841	34052	38125	32045	43897	46521	60312	55871
44737	58845	47085	57843	40404	64725	74926	69689	43677	37608	50801	60628	81645	62671	73442	58246	42911	65882	27981	41642	44200	33746	55564	53000	47160	23754	57958	39956	44500	46843	42904	63574	71841	55457	49943	41480	52794	49763	49669	29256	43161	24014	70330	37079	66758	72813	65644	44953	62753	59394	54934	32368	41000	46620	71638	65543	24329	53338	54526	50016	64759	70490	40713	41017	39864	30957	36016	59266	35003	45905	39087	51112	53173	52447	44550	48002	21156	53832	51420	49175	46932	40114	62204	47961	59752	41850	79887	59003	44566	45839	59847	43654	59941	41935	43472	35561	31858	54125	54602	65346
61614	63949	43765	51177	30342	58215	64646	78158	43428	35796	54548	74088	58291	36906	77765	55849	48096	58496	35445	40959	33533	47299	44305	39003	52494	30549	33677	30811	44231	35681	77744	50988	72252	55998	20081	49692	61142	69926	39754	27233	26722	39193	78908	59570	63863	84189	62542	61072	42579	35185	46596	51320	36086	43718	66617	64592	35031	39477	46375	40494	64022	69954	54396	34283	46657	19507	41781	51749	66104	47000	42573	51445	53904	45280	32236	48801	25545	63295	63177	55613	73222	51011	65913	47329	63363	46589	88992	67107	44140	62306	61283	64024	63526	20529	30734	40435	30873	64551	48382	58477
54517	58050	48401	48152	55531	49782	61518	53217	50258	26018	41333	72173	57192	49670	75012	63543	36301	48771	33759	46983	32872	37546	55467	52853	46183	31193	42330	31887	34432	45579	46804	68314	64589	47650	45556	35200	68319	41678	27344	44845	49720	39506	65133	52337	64182	65575	36653	45499	49126	39960	44393	43414	36256	49590	61208	57871	33900	57237	57922	37034	61468	68274	60261	37329	25673	47452	30969	55733	43553	46855	34946	33217	35200	44088	62292	24145	31052	41619	77744	56986	49670	45762	62668	37752	50528	43567	83728	70256	61188	37593	65254	34142	48513	46335	51492	27749	54524	52464	47847	51372
49058	73653	57000	11868	77335	53389	27852	34416	69298	53609	30615	87080	36239	45991	78993	78641	67935	45560	32082	19017	48728	40833	42380	37854	40253	18799	20455	58550	28938	37854	63875	81895	28669	51007	58122	43955	50010	50444	56047	55568	35996	69349	23593	62132	60385	73152	18487	29012	30504	67437	16386	62519	74307	43950	21921	58115	48874	58640	59505	62576	78181	43462	79808	26583	32626	58101	47325	19504	35841	28660	11439	46920	36715	80195	45408	5251	50374	49634	60508	52123	54708	83164	41268	22121	56044	53825	79020	43068	85326	65013	76559	29048	31183	40645	65835	40672	85621	22844	35979	12565
48271	59497	43294	30282	59042	49574	48435	51774	47336	31294	45174	69177	60664	52266	67355	57440	51366	59221	33202	27133	49986	50002	64081	49442	45241	20076	40114	47831	41561	44192	35650	57383	38970	49269	55519	36411	42714	50716	59670	37721	43916	41082	44991	51352	59445	64642	44953	47483	50689	70170	42414	55891	49578	47553	46263	58279	45185	47765	61384	49318	60143	46748	59631	48345	33062	48365	48831	45273	28849	48998	38115	50327	47967	62623	48467	37692	35945	49145	54630	43389	50704	55067	50471	38535	52166	54720	63029	51647	68647	51062	61192	32086	35831	37932	44731	36088	58283	40712	46994	44698
65006	66809	48347	50221	48902	49118	52148	48273	55464	36342	60703	79494	52712	34037	76050	42299	60415	64525	41641	38814	49208	54015	50346	50749	34085	21885	51422	52476	34790	31163	49088	62578	52584	56554	30925	49195	36512	67043	51805	33900	29546	56331	56160	46100	77936	63235	59698	49350	64716	63420	40595	41041	45877	30985	56263	53921	42961	38856	51185	66006	65277	57009	61557	45402	54503	31750	61422	46104	31898	57881	38023	53820	47122	55515	42313	49077	30371	47017	62847	32908	58680	66002	45227	45328	69268	59559	72511	51332	62525	60329	70250	42752	54893	31818	43353	32069	52475	43335	57145	44952
52631	67544	60730	75002	40137	70809	76514	65161	53029	49491	53031	66607	84600	64386	79744	55050	47736	70246	22003	52205	46101	26897	42479	61121	35904	16575	74707	51444	37822	39489	46280	83055	90035	59974	52221	42891	48257	55384	44651	31611	38656	28929	75672	20070	82426	71059	73383	35868	70751	59166	51290	13833	49275	40705	83295	60449	9322	52395	53633	70988	75559	83868	39731	28755	56461	26540	40384	60743	22598	45351	36906	54119	48154	51140	43617	50542	13561	47160	50525	37985	41792	51413	62302	55406	70827	34865	86784	55563	34492	48986	64404	45857	70773	46254	54783	33899	26937	51507	54105	64258
50834	51795	33870	42926	46917	43911	64172	61792	38813	16222	52873	64694	59284	41926	67690	47964	39179	59821	44396	39417	40461	55399	67555	49677	53444	33288	38822	29215	43817	48719	40900	42514	51380	50338	33393	41891	53974	51739	40649	33633	45770	35892	64997	58912	58971	66633	50409	61726	58476	50918	53147	52501	28576	46788	59742	60319	51080	47750	53924	32533	52819	55258	53437	56587	26248	39556	45171	58764	45986	59740	46828	45243	46760	47583	52964	44306	31669	51568	69413	50458	57100	39072	56837	40989	49453	58737	68798	67159	66355	40913	59998	42316	50905	33957	32681	28475	46175	59299	58524	58453
31439	58347	36260	21377	51994	58610	55180	70105	40611	37343	43409	59421	71528	62766	65170	65866	52937	65431	30864	14035	54594	48519	67555	42076	58690	21347	31285	45086	52915	54010	42058	46580	34466	52546	60886	41184	43823	49283	74182	30352	42671	29089	42996	55710	47621	79871	51410	49825	46097	78163	46149	63526	55945	53887	42888	69601	48168	52367	59681	41937	61605	41330	48217	50011	26769	44792	45172	43042	38502	41045	35598	61709	60304	74897	37477	41193	38431	67773	37541	51792	53426	46097	54094	35878	49265	55280	63306	48076	66802	54730	56321	41402	38506	34227	37368	45237	48856	45044	46469	50440
51377	65039	43945	31151	54475	46238	47838	57005	53721	34649	42379	77837	37787	33448	75729	60947	51624	52398	41844	32662	38356	52010	45962	40284	52650	31156	20246	36903	36185	43008	70976	57501	49283	52980	30694	49249	59599	56418	35227	44310	33984	55900	52482	65662	59127	79610	33319	51590	39286	42163	31134	57641	50441	44563	45338	58795	52469	51714	49460	42370	68555	54148	65057	34120	29458	42969	47227	39592	56278	43907	28847	49058	37828	60740	45243	22653	41092	58215	69872	53184	64296	61076	53467	30919	53270	56828	81644	61260	73796	53358	68437	50689	53103	30499	45053	33758	58420	52012	46267	35173
40581	52447	29728	33525	41547	46554	64366	78230	33148	19800	48039	59537	56366	41174	66118	52850	39964	63532	44222	32678	39495	59920	63028	41245	67672	34229	22403	24042	50334	54037	59322	32511	52040	53010	29199	48034	58213	56316	41150	32796	40150	31742	65662	67128	48615	83851	49321	69241	47362	44633	50657	62021	34762	53827	58437	64889	57824	49494	49513	26166	57909	52262	47833	51071	20847	35780	45409	54893	60560	52801	47190	57210	49455	56673	41814	43337	34387	68507	60950	55221	65415	38389	61103	39001	44500	61060	70749	67695	67154	44693	55419	59843	58296	24390	25821	33840	36841	69579	55006	56310
68082	73101	54102	64884	41892	57000	57639	51399	58485	47088	72456	79209	64416	36786	78708	31893	70941	79359	39702	41019	59682	54786	45789	56604	25995	13482	71076	66831	36186	25419	45900	68622	61416	64218	31317	55704	20058	78324	64992	26433	21219	56238	59286	29448	91545	63549	82059	46812	81849	78636	44145	26355	53031	22569	66888	53265	35178	32913	48927	88998	72102	61671	53205	45693	75294	20349	74340	48252	17961	62562	41130	68313	54849	60888	32712	67824	22758	49653	49662	17136	56475	73149	41070	56016	83277	61413	70818	41448	52770	68994	71991	48951	66906	30567	43707	34362	41172	41388	64122	50385
40392	78075	54984	64788	28764	78336	71133	85065	53103	67326	58578	65595	86442	64920	77988	52731	64581	84705	19998	28215	61866	37920	38001	54240	44265	11166	63780	64821	50922	43299	61968	69474	79368	69228	51873	54246	31002	70722	72660	16341	23151	29124	65394	19506	76929	91245	89229	38928	65703	77574	44601	23397	73203	37239	73788	68877	15624	43257	48033	79770	82512	70449	29649	26085	68310	18729	58422	49980	27777	41952	32952	80817	65607	73512	18522	63582	18438	73845	19500	29598	51579	57651	59472	54960	79365	40473	80466	40002	32178	68382	60849	65277	75726	31995	45105	49914	15840	50898	48588	63831
66685	59603	38852	45883	48466	38796	52203	50358	46384	21016	63520	76342	48045	26046	70169	32681	54485	65853	50144	40682	47964	68224	61010	51247	41084	26360	44823	43936	38274	34924	44242	45354	46461	54546	21859	48511	35103	70471	47323	32988	33381	54729	59870	55577	72673	60402	58571	64311	66212	59513	46545	50740	34329	34189	57283	51973	56941	34229	51274	54643	56899	50997	62835	58306	47054	33282	67061	52326	36052	69523	50315	53612	46665	50483	45286	55820	31442	46957	69732	32053	63797	59926	45240	46724	61789	68748	62594	58026	70119	55178	65872	45635	53368	25084	32468	27639	51150	52638	62281	48711
49604	52019	32208	38889	50124	40533	60910	60049	38553	15043	55166	64268	55822	38178	66104	42814	43692	65076	49017	37345	45312	63487	69693	49916	54756	31552	37496	32940	44368	49172	39522	38692	44945	52114	31824	45587	46816	55680	44721	35263	44008	40313	59888	60322	59607	67034	50974	65499	62863	57251	52245	55146	31515	45842	57380	58496	60050	46767	53470	37764	54422	49292	54130	61334	27096	40610	54285	56898	42284	63680	49260	52531	46513	54005	51287	47677	34214	54023	67685	44300	58389	43890	51707	41203	49211	67257	62883	63708	74218	42439	60811	44952	52591	31318	31072	27241	48450	59480	62553	54256
44360	62112	40314	47574	35115	58444	66632	78925	41533	37383	52262	63776	66352	48150	71694	53136	48181	68099	34218	33071	44763	48903	51361	45335	55988	26308	38676	37842	48545	46827	61664	48347	64566	57908	35067	49170	50316	61631	49904	26176	32709	31667	67828	49240	60528	84460	63827	56488	52503	52718	47836	46115	46267	45884	64677	65514	38480	45619	48322	45173	65802	61588	42806	39562	40296	27504	47407	52907	50118	47912	40876	61641	54663	58296	33609	49804	27136	67480	48447	47067	60909	45564	61251	45119	58865	50398	77135	58637	50630	54125	58012	60327	63840	27213	33349	39479	29189	61539	51239	59354
68987	64722	43084	53359	45298	41892	53305	49592	52589	27587	67770	79445	47809	24742	74392	32392	59133	67736	48807	41060	48610	63498	54322	52275	35146	25267	51292	49185	35648	30439	47112	53456	50994	56675	20799	51756	34800	70196	48567	31658	27402	58590	59592	49111	79662	61429	62697	57688	70715	59953	43281	42402	39053	28104	59279	51247	50436	34234	48804	62730	60724	54538	61169	52140	55065	29534	67937	50174	35364	66748	43852	55926	46435	51379	44408	55358	30961	48195	68148	28437	62750	63355	44318	47096	69570	66933	69211	54693	65691	57973	69895	46895	58627	28540	36548	28445	50755	49116	62314	48003
60259	69026	56720	64066	46704	60045	62476	53290	57055	44279	58677	74409	70159	51035	78211	48093	56567	68816	30305	44314	50329	39648	47607	58841	30681	16606	68454	57253	35342	33519	41651	77229	69278	57905	46775	44415	39367	59450	52821	32930	33921	43961	62312	28730	83570	64028	67572	38974	71142	66789	45071	25192	50693	34105	69207	55591	23800	45136	54672	73560	70683	69210	51356	37107	58843	31363	52833	52796	21205	51975	36117	54887	47646	54824	45332	50339	22590	45064	55109	31323	47333	60969	52306	51065	72659	47335	78413	50421	48631	55071	68547	40212	60149	42795	52188	33241	42990	42911	54995	53946
62946	67725	47722	57834	40490	51658	58931	59563	52769	36827	63266	76140	56830	35182	76479	41019	57480	68890	39723	40710	47310	53198	47923	51975	37795	22810	53451	49717	38080	32695	53847	60458	62650	58306	28480	50831	40465	67499	49106	29844	26621	49833	64097	42406	78478	69850	66311	51977	66080	57294	43240	36844	45486	32247	65104	55269	38101	38370	48676	63802	66457	62313	53840	41377	56557	26715	59873	50836	37486	57312	40022	58867	48613	53472	40156	53409	27191	53789	59659	32287	60165	60537	51515	48749	70868	56823	76777	54323	54569	58582	67478	52006	63495	30984	40122	33255	41435	51339	56658	52177
56028	52700	58428	64398	65831	57742	74947	41050	51989	23450	35836	68720	81144	74114	76683	71634	23102	43749	23561	62846	31525	17545	65342	68783	36407	28975	69757	32632	30065	50749	17724	89611	79545	43603	70360	19661	74673	24584	21660	50287	72185	25468	73538	35428	72090	47868	37038	31895	61481	46820	56917	25468	27378	55426	74559	58543	12845	68857	70283	39078	58893	84604	58793	40805	21269	57911	13625	70621	20433	48229	37329	13696	31512	31934	82559	20906	21017	18435	85641	62389	28395	35026	68889	43331	48335	27980	85902	76540	52598	21772	65980	8542	40845	68410	67396	21361	57800	45759	50644	64363
47600	88900	66400	82000	22800	86000	74300	85900	63700	81800	65000	72500	87000	62400	86800	50500	73100	90300	16600	34900	63000	31200	21900	57600	34700	7000	76800	75100	45800	34500	73600	86200	96400	75600	47500	61400	29000	77800	70400	15500	12100	36400	71000	6200	92300	95500	99900	30400	73300	75400	39500	6300	82500	28100	83600	66700	2400	41900	43100	99400	94000	82700	27100	12300	87000	9100	63000	48400	25100	38800	26400	87500	64100	74400	13400	66600	13400	75100	17200	21000	51700	68500	59600	60400	94300	35900	93000	35800	21400	75800	67500	73500	91000	34100	53100	51000	9600	49400	49200	62900
36678	49661	39060	36063	55739	57076	67207	60888	38302	25166	39877	56859	80337	70273	65659	67008	35464	56391	29195	32609	44790	36812	73952	51982	53836	26769	45519	33967	47146	57173	25227	55033	49176	47139	64993	30276	56296	36086	54156	35394	59407	20008	56957	50050	51577	64887	46670	46501	53292	66896	56530	50958	37067	57343	55663	67430	36782	59492	64458	32028	54447	56061	48623	53818	17594	50058	29014	57914	31786	46210	40399	39858	51721	55018	56401	36128	30264	47802	55743	59669	41816	32399	60667	38544	43480	44957	67351	61574	61218	36790	56149	25591	36534	47180	43740	34615	49307	47900	50824	61408
51661	77783	58574	68768	26770	75742	70238	81791	54455	64119	59546	70708	76361	52945	82462	52397	63836	78999	23532	38599	51365	36630	29221	49060	41609	13990	60547	58022	44102	33707	75084	73404	87202	67861	37268	57457	39976	74973	58226	22122	17060	36801	73060	25920	80848	90860	85086	42175	62038	60325	42483	22519	64029	34969	77674	64566	15453	42032	43889	79288	83871	77552	36774	20320	71140	11671	54488	48577	38670	40197	33405	75349	58875	64593	19127	59980	16972	69938	33940	33019	59004	63401	60249	56066	80920	40986	90307	46296	30553	70279	64432	70552	81653	28082	44583	45702	16655	55280	50186	58653
39304	54512	29198	27750	41579	53033	60359	82243	30411	26122	43699	60856	70335	56415	61634	57326	39729	61698	32597	21809	47874	59105	71671	45221	67338	28571	23748	31347	58838	59105	49608	29191	47149	52011	46350	36604	48923	60291	59071	22160	47833	21460	63552	62982	43009	81358	56080	67453	37592	60065	53462	70661	42315	58885	53323	70866	49151	41478	58339	23394	53004	48899	48148	54314	24247	41398	45868	56428	50581	54372	52255	54099	62210	57517	36016	51070	31473	66303	45127	56588	62825	35361	65915	42272	44304	49814	59857	63463	57895	51981	47963	50926	40524	21715	24679	44763	34470	62543	43343	65276
72775	59079	43223	50551	52760	36864	50402	37910	50755	19451	67259	78155	47022	23641	71788	29536	57281	65302	51284	45627	47578	64347	60234	53582	30557	23525	55571	48470	31385	27226	34483	54657	44648	52691	23024	47671	32071	66756	47227	37165	32123	60198	56014	49882	80585	50263	57956	58072	75233	63058	46073	42792	31075	28407	57712	46377	54099	34887	52275	63922	56493	51484	66206	59352	51878	32998	67248	50911	26679	70049	47754	50194	42270	47956	51156	54950	30703	37673	75266	26244	58711	64656	39159	47606	65550	70874	63081	54596	71559	53535	70322	36744	51821	31462	37718	22622	58227	44938	66575	44275
40166	67033	48176	39699	48643	63086	57095	67886	49502	47580	45159	66385	71751	62103	71387	62564	54660	66887	24757	24557	53480	41640	53430	49852	48558	16993	44671	52937	46584	47385	48513	63505	54652	56171	59655	41584	43122	54194	64582	30810	37955	33302	51235	40418	61729	79097	57558	41779	50420	71490	41626	45890	62375	47789	54775	64780	31968	49940	57468	56960	70251	55947	47075	35796	41700	40240	47382	45676	31380	40816	32915	61532	54477	69464	37215	41810	30878	61642	38737	42989	49968	54057	57069	42124	59608	45673	72063	47818	54394	56496	59861	45005	49246	37480	47000	43745	42337	44750	43298	51410
